signal,sitrep,report_date,province,value,unit,source_note
eds_corpses_swabbed,081,2026-08-03,Ituri,55,corpses,"section 7 prose; Ituri 55 swabs (dont 13 en CTE) + Nord-Kivu 41 corps swabes et securises (15 en attente) + Haut-Uele 5 + Sud-Kivu 0 = 101; Nord-Kivu's PCI pilier separately states 80 swabs the same day, same `ecart a reconcilier` flagged by the report, EDS-section figure (41) used"
eds_corpses_swabbed,081,2026-08-03,Nord-Kivu,41,corpses,"section 7 prose; Ituri 55 swabs (dont 13 en CTE) + Nord-Kivu 41 corps swabes et securises (15 en attente) + Haut-Uele 5 + Sud-Kivu 0 = 101; Nord-Kivu's PCI pilier separately states 80 swabs the same day, same `ecart a reconcilier` flagged by the report, EDS-section figure (41) used"
eds_corpses_swabbed,081,2026-08-03,Sud-Kivu,0,corpses,"section 7 prose; Ituri 55 swabs (dont 13 en CTE) + Nord-Kivu 41 corps swabes et securises (15 en attente) + Haut-Uele 5 + Sud-Kivu 0 = 101; Nord-Kivu's PCI pilier separately states 80 swabs the same day, same `ecart a reconcilier` flagged by the report, EDS-section figure (41) used"
eds_death_alerts,081,2026-08-03,Haut-Uele,5,alerts,"section 7 prose; Ituri 78 alertes de deces + Nord-Kivu 41 alertes de deces + Haut-Uele 5 alertes de deces (Wamba 2, Isiro 2, Pawa 1) + Sud-Kivu 0 = 124"
eds_death_alerts,081,2026-08-03,Ituri,78,alerts,"section 7 prose; Ituri 78 alertes de deces + Nord-Kivu 41 alertes de deces + Haut-Uele 5 alertes de deces (Wamba 2, Isiro 2, Pawa 1) + Sud-Kivu 0 = 124"
eds_death_alerts,081,2026-08-03,Nord-Kivu,41,alerts,"section 7 prose; Ituri 78 alertes de deces + Nord-Kivu 41 alertes de deces + Haut-Uele 5 alertes de deces (Wamba 2, Isiro 2, Pawa 1) + Sud-Kivu 0 = 124"
eds_death_alerts,081,2026-08-03,Sud-Kivu,0,alerts,"section 7 prose; Ituri 78 alertes de deces + Nord-Kivu 41 alertes de deces + Haut-Uele 5 alertes de deces (Wamba 2, Isiro 2, Pawa 1) + Sud-Kivu 0 = 124"
severe_critical_forms,080,2026-08-02,Ituri,63,cases,"NEW candidate signal, backfilled to its earliest vintage per section 4b: PECH prose (section 6), Ituri only - `63 formes severes ou critiques`. Checked SitReps 077-079 by grep (`formes severe|severes ou critiques`), zero hits in all three, so SitRep 080 is the first vintage carrying it. Not comparable across provinces yet - Nord-Kivu/Haut-Uele/Tshopo/Sud-Kivu give no equivalent count. See GitHub issue proposing it for tracking."
severe_critical_forms,081,2026-08-03,Ituri,57,cases,"PECH prose (section 6), Ituri only - `57 formes severes ou critiques`, alongside `77 admissions et 75 sorties`. Down from 63 on 2 August; no other province gives an equivalent count this vintage either."
severe_critical_forms,082,2026-08-04,Ituri,60,cases,"PECH prose (section 6), Ituri only - `60 formes severes ou critiques`, alongside `81 admissions et 86 sorties`. Down from 63 on 2 August and 57 on 3 August; no other province gives an equivalent count this vintage either."
health_worker_infections_cumulative,082,2026-08-04,Haut-Uele,3,persons,"Tableau 8 Ituri-zone total 140 (with an explicit report note `Tableau non actualise au 4 aout... annonce un cumul de 134 PPL contamines` - the section-8 table retains its 140 documented rows while the narrative/PCI pilier quotes 134, the same 140-vs-134 tension as prior vintages; the auditable Tableau 8 total 140 is used) + narrative Nord-Kivu 11 + narrative Haut-Uele 3 = 154; entire bundle byte-identical in structure to 080/081 carry-forward"
health_worker_infections_cumulative,082,2026-08-04,Ituri,140,persons,"Tableau 8 Ituri-zone total 140 (with an explicit report note `Tableau non actualise au 4 aout... annonce un cumul de 134 PPL contamines` - the section-8 table retains its 140 documented rows while the narrative/PCI pilier quotes 134, the same 140-vs-134 tension as prior vintages; the auditable Tableau 8 total 140 is used) + narrative Nord-Kivu 11 + narrative Haut-Uele 3 = 154; entire bundle byte-identical in structure to 080/081 carry-forward"
health_worker_infections_cumulative,082,2026-08-04,Nord-Kivu,11,persons,"Tableau 8 Ituri-zone total 140 (with an explicit report note `Tableau non actualise au 4 aout... annonce un cumul de 134 PPL contamines` - the section-8 table retains its 140 documented rows while the narrative/PCI pilier quotes 134, the same 140-vs-134 tension as prior vintages; the auditable Tableau 8 total 140 is used) + narrative Nord-Kivu 11 + narrative Haut-Uele 3 = 154; entire bundle byte-identical in structure to 080/081 carry-forward"
health_worker_deaths_cumulative,082,2026-08-04,Ituri,43,persons,Tableau 8 Ituri-zone total 43 + narrative Nord-Kivu 3 = 46; Haut-Uele death count still not given; byte-identical carry-forward pattern to 080/081
health_worker_deaths_cumulative,082,2026-08-04,Nord-Kivu,3,persons,Tableau 8 Ituri-zone total 43 + narrative Nord-Kivu 3 = 46; Haut-Uele death count still not given; byte-identical carry-forward pattern to 080/081
eds_investigations_performed,082,2026-08-04,Ituri,75,investigations,"section 7 prose; Ituri 75 EDS realises (14 en CTE) + Nord-Kivu 48 EDS realises (2 echecs) + Haut-Uele no EDS synthesis table + Sud-Kivu 0 (explicit) = 123 (Haut-Uele's paragraph gives no EDS-realises count, only that its two validated deaths were swab-confirmed, so it does not contribute)"
eds_investigations_performed,082,2026-08-04,Nord-Kivu,48,investigations,"section 7 prose; Ituri 75 EDS realises (14 en CTE) + Nord-Kivu 48 EDS realises (2 echecs) + Haut-Uele no EDS synthesis table + Sud-Kivu 0 (explicit) = 123 (Haut-Uele's paragraph gives no EDS-realises count, only that its two validated deaths were swab-confirmed, so it does not contribute)"
eds_investigations_performed,082,2026-08-04,Sud-Kivu,0,investigations,"section 7 prose; Ituri 75 EDS realises (14 en CTE) + Nord-Kivu 48 EDS realises (2 echecs) + Haut-Uele no EDS synthesis table + Sud-Kivu 0 (explicit) = 123 (Haut-Uele's paragraph gives no EDS-realises count, only that its two validated deaths were swab-confirmed, so it does not contribute)"
eds_corpses_swabbed,082,2026-08-04,Haut-Uele,2,corpses,"section 7 prose; Ituri 63 swabs (dont 14 en CTE) + Nord-Kivu 43 corps swabes et securises (14 en attente) + Haut-Uele 2 (the two validated deaths, both post-mortem swab-confirmed at Isiro) + Sud-Kivu 0 = 108; Haut-Uele's 2 are explicit swab-confirmed deaths from its prose regardless of the missing EDS summary table"
eds_corpses_swabbed,082,2026-08-04,Ituri,63,corpses,"section 7 prose; Ituri 63 swabs (dont 14 en CTE) + Nord-Kivu 43 corps swabes et securises (14 en attente) + Haut-Uele 2 (the two validated deaths, both post-mortem swab-confirmed at Isiro) + Sud-Kivu 0 = 108; Haut-Uele's 2 are explicit swab-confirmed deaths from its prose regardless of the missing EDS summary table"
eds_corpses_swabbed,082,2026-08-04,Nord-Kivu,43,corpses,"section 7 prose; Ituri 63 swabs (dont 14 en CTE) + Nord-Kivu 43 corps swabes et securises (14 en attente) + Haut-Uele 2 (the two validated deaths, both post-mortem swab-confirmed at Isiro) + Sud-Kivu 0 = 108; Haut-Uele's 2 are explicit swab-confirmed deaths from its prose regardless of the missing EDS summary table"
eds_corpses_swabbed,082,2026-08-04,Sud-Kivu,0,corpses,"section 7 prose; Ituri 63 swabs (dont 14 en CTE) + Nord-Kivu 43 corps swabes et securises (14 en attente) + Haut-Uele 2 (the two validated deaths, both post-mortem swab-confirmed at Isiro) + Sud-Kivu 0 = 108; Haut-Uele's 2 are explicit swab-confirmed deaths from its prose regardless of the missing EDS summary table"
eds_death_alerts,082,2026-08-04,Haut-Uele,2,alerts,section 7 prose; Ituri 83 alertes de deces + Nord-Kivu 45 alertes de deces + Haut-Uele 2 deces validés parmi les alertes du jour + Sud-Kivu 0 = 130; Haut-Uele's `deux decès validés parmi les alertes du jour` is its death-alert figure for the day
eds_death_alerts,082,2026-08-04,Ituri,83,alerts,section 7 prose; Ituri 83 alertes de deces + Nord-Kivu 45 alertes de deces + Haut-Uele 2 deces validés parmi les alertes du jour + Sud-Kivu 0 = 130; Haut-Uele's `deux decès validés parmi les alertes du jour` is its death-alert figure for the day
eds_death_alerts,082,2026-08-04,Nord-Kivu,45,alerts,section 7 prose; Ituri 83 alertes de deces + Nord-Kivu 45 alertes de deces + Haut-Uele 2 deces validés parmi les alertes du jour + Sud-Kivu 0 = 130; Haut-Uele's `deux decès validés parmi les alertes du jour` is its death-alert figure for the day
eds_death_alerts,082,2026-08-04,Sud-Kivu,0,alerts,section 7 prose; Ituri 83 alertes de deces + Nord-Kivu 45 alertes de deces + Haut-Uele 2 deces validés parmi les alertes du jour + Sud-Kivu 0 = 130; Haut-Uele's `deux decès validés parmi les alertes du jour` is its death-alert figure for the day
poe_alertes_notifiees,082,2026-08-04,Ensemble,10,alerts,"Tableau 5; Ituri 9 + Nord-Kivu 1 = 10; Haut-Uele 0 alertes notifiees (8/10 PoE/PoC activated reported), Tshopo ND"
poe_alertes_notifiees,082,2026-08-04,Haut-Uele,0,alerts,"Tableau 5; Ituri 9 + Nord-Kivu 1 = 10; Haut-Uele 0 alertes notifiees (8/10 PoE/PoC activated reported), Tshopo ND"
poe_alertes_notifiees,082,2026-08-04,Ituri,9,alerts,"Tableau 5; Ituri 9 + Nord-Kivu 1 = 10; Haut-Uele 0 alertes notifiees (8/10 PoE/PoC activated reported), Tshopo ND"
poe_alertes_notifiees,082,2026-08-04,Nord-Kivu,1,alerts,"Tableau 5; Ituri 9 + Nord-Kivu 1 = 10; Haut-Uele 0 alertes notifiees (8/10 PoE/PoC activated reported), Tshopo ND"
poe_corpses_swabbed,082,2026-08-04,Ensemble,0,corpses,"Tableau 5; 1 corps sans vie intercepte ce jour (Ituri, un ressortissant soudanais en transit), notifie et valide mais NON swabe - swabbing rate for Ituri printed ND, so the swabbed count recorded as 0 with the corpse intercept flagged in the insp_sitrep note"
contacts_under_follow_up,083,2026-08-05,Ensemble,18886,persons,Tableau 4 national `sous suivi`; Ituri 11763 Nord-Kivu 6352 Haut-Uele 601 Sud-Kivu 55 Tshopo 115
contacts_seen,083,2026-08-05,Ensemble,14673,persons,Tableau 4 national `vus`
contact_tracing_coverage,083,2026-08-05,Ensemble,77.7,percent,"page-1 tile and Tableau 4 Total agree exactly (14673/18886); Ituri 79.3 percent, Nord-Kivu 76.9 percent, Haut-Uele 53.2 percent, Sud-Kivu 100.0 percent, Tshopo 80.0 percent"
alerts_total_day,083,2026-08-05,Ensemble,1288,alerts,"Tableau 3 `Total alertes du jour` printed Total; row-sum of province cells (Ituri 458+Nord-Kivu 774+Tshopo 49+Sud-Kivu 2=1283) is 5 short of the printed 1288, an internal inconsistency not resolved further (Haut-Uele ND, no alert table dated 5 August); printed Total used"
alerts_investigated,083,2026-08-05,Ensemble,1158,alerts,Tableau 3 `Alertes investiguees`
alert_investigation_rate,083,2026-08-05,Ensemble,90.3,percent,Tableau 3 `Taux d'investigation (24 h)`; 1158/1288
alerts_validated_alive,083,2026-08-05,Ensemble,203,alerts,Tableau 3; sums with the dead row to the 282 suspects of the day (203+79=282)
alerts_validated_dead_community,083,2026-08-05,Ensemble,79,alerts,Tableau 3 `Alertes validees decedees (comm.)`; see issue #431
poe_travellers_screened,083,2026-08-05,Ensemble,108869,persons,"Tableau 5 global; Ituri 106591 + Tshopo 2278 = 108869 (Nord-Kivu/Haut-Uele ND, Sud-Kivu 0)"
poe_travellers_screened,083,2026-08-05,Ituri,106591,persons,"Tableau 5 global; Ituri 106591 + Tshopo 2278 = 108869 (Nord-Kivu/Haut-Uele ND, Sud-Kivu 0)"
poe_travellers_screened,083,2026-08-05,Sud-Kivu,0,persons,"Tableau 5 global; Ituri 106591 + Tshopo 2278 = 108869 (Nord-Kivu/Haut-Uele ND, Sud-Kivu 0)"
poe_travellers_screened,083,2026-08-05,Tshopo,2278,persons,"Tableau 5 global; Ituri 106591 + Tshopo 2278 = 108869 (Nord-Kivu/Haut-Uele ND, Sud-Kivu 0)"
poe_corpses_swabbed,083,2026-08-05,Ensemble,0,corpses,"Tableau 5; 0 corps sans vie interceptes ce jour nationally, so 0 swabbed"
poe_alertes_notifiees,083,2026-08-05,Ensemble,2,alerts,"Tableau 5 `Nombre d'alertes notifiees`; Ituri 2, all other provinces 0"
poe_alertes_notifiees,083,2026-08-05,Ituri,2,alerts,"Tableau 5 `Nombre d'alertes notifiees`; Ituri 2, all other provinces 0"
severe_critical_forms,083,2026-08-05,Ituri,55,persons,"PECH prose (section 6), Ituri only - '55 cas severes ou critiques', alongside 468 patients en isolement"
health_worker_infections_cumulative,083,2026-08-05,Haut-Uele,4,persons,"Tableau 8 Ituri-zone total 141 (fresh this vintage, Mongbwalu 17->18, letalite 30.5 percent) + defis-table narrative Nord-Kivu 14 + Haut-Uele 4 = 159"
health_worker_infections_cumulative,083,2026-08-05,Ituri,141,persons,"Tableau 8 Ituri-zone total 141 (fresh this vintage, Mongbwalu 17->18, letalite 30.5 percent) + defis-table narrative Nord-Kivu 14 + Haut-Uele 4 = 159"
health_worker_infections_cumulative,083,2026-08-05,Nord-Kivu,14,persons,"Tableau 8 Ituri-zone total 141 (fresh this vintage, Mongbwalu 17->18, letalite 30.5 percent) + defis-table narrative Nord-Kivu 14 + Haut-Uele 4 = 159"
health_worker_deaths_cumulative,083,2026-08-05,Ituri,43,persons,Tableau 8 Ituri-zone total 43 deaths (unchanged) + narrative Nord-Kivu 3 = 46; Haut-Uele death count not given
health_worker_deaths_cumulative,083,2026-08-05,Nord-Kivu,3,persons,Tableau 8 Ituri-zone total 43 deaths (unchanged) + narrative Nord-Kivu 3 = 46; Haut-Uele death count not given
eds_investigations_performed,083,2026-08-05,Ituri,60,investigations,"section 6 EDS pillar prose; Ituri 60 EDS realises + Nord-Kivu 30 EDS realises = 90 (Haut-Uele gives only a qualitative EDS-performed note for the Gombari case, no count; Sud-Kivu: none reported)"
eds_investigations_performed,083,2026-08-05,Nord-Kivu,30,investigations,"section 6 EDS pillar prose; Ituri 60 EDS realises + Nord-Kivu 30 EDS realises = 90 (Haut-Uele gives only a qualitative EDS-performed note for the Gombari case, no count; Sud-Kivu: none reported)"
eds_corpses_swabbed,083,2026-08-05,Ituri,53,corpses,section 6 EDS pillar prose; Ituri 53 corps swabes + Nord-Kivu 33 corps swabes et securises = 86
eds_corpses_swabbed,083,2026-08-05,Nord-Kivu,33,corpses,section 6 EDS pillar prose; Ituri 53 corps swabes + Nord-Kivu 33 corps swabes et securises = 86
eds_death_alerts,083,2026-08-05,Ituri,69,alerts,section 6 EDS pillar prose; Ituri 69 alertes de deces + Nord-Kivu 33 alertes de deces = 102
eds_death_alerts,083,2026-08-05,Nord-Kivu,33,alerts,section 6 EDS pillar prose; Ituri 69 alertes de deces + Nord-Kivu 33 alertes de deces = 102
contact_tracing_coverage,084,2026-08-06,Ensemble,83.7,percent,"page-1 tile 'Taux de suivi des contacts (Du Jour)' and section 1.2.1 prose agree; only the rate is given this format, no raw vus/a-suivre counts; per-province: Haut-Uele 50.1 percent, Nord-Kivu 79.4 percent, Ituri 88.9 percent"
alerts_total_day,084,2026-08-06,Ensemble,1141,alerts,"new 'Situation des alertes notifiees par ZS' table Total General; methodology changed from the old Tableau 3 (see issue #562) - roughly comparable concept (total alerts logged) but the funnel definitions beneath it are not, so alerts_investigated/alert_investigation_rate/alerts_validated_* are NOT recorded this vintage to avoid conflating definitions"
poe_travellers_screened,084,2026-08-06,Ensemble,108736,persons,"section 1.3.1 prose: '108 736 voyageurs ont ete controles, avec un taux de depistage de 95,6 percent'; national total only, no per-province breakdown given"
poe_alertes_notifiees,084,2026-08-06,Ensemble,2,alerts,"section 1.3.1 prose: 'Deux alertes ont ete notifiees aux PoE/PoC (1 en Ituri, 1 au Nord-Kivu)'"
poe_alertes_notifiees,084,2026-08-06,Ituri,1,alerts,"section 1.3.1 prose: 'Deux alertes ont ete notifiees aux PoE/PoC (1 en Ituri, 1 au Nord-Kivu)'"
poe_alertes_notifiees,084,2026-08-06,Nord-Kivu,1,alerts,"section 1.3.1 prose: 'Deux alertes ont ete notifiees aux PoE/PoC (1 en Ituri, 1 au Nord-Kivu)'"
eds_investigations_performed,084,2026-08-06,Nord-Kivu,46,investigations,"section 1.5.1 prose, Nord-Kivu only: '46 EDS ont ete realises'; Ituri's section 1.5.1 text gives decontamination/PCI figures but no EDS-realises count this vintage"
eds_corpses_swabbed,084,2026-08-06,Nord-Kivu,43,corpses,"section 1.5.1 prose, Nord-Kivu only: '43 corps preleves par ecouvillonnage et securises'; Ituri gives no corpse count this vintage"
contact_tracing_coverage,085,2026-08-07,Ensemble,83.4,percent,"page-1 tile and section 1.2.1 prose agree (14923/17896 vus); per-province: Haut-Uele 50.1 percent, Nord-Kivu 77.1 percent, Ituri 88.8 percent"
contacts_under_follow_up,085,2026-08-07,Ensemble,17896,persons,section 1.2.1 prose '14 923 vus sur 17 896 a suivre'; no per-province breakdown given this format
contacts_seen,085,2026-08-07,Ensemble,14923,persons,"section 1.2.1 prose, see contacts_under_follow_up note"
alerts_total_day,085,2026-08-07,Ensemble,1318,alerts,"new alert-management table Total General; same methodology caveat as 084, see issue #562 - alerts_investigated/alert_investigation_rate/alerts_validated_* not recorded this vintage"
poe_travellers_screened,085,2026-08-07,Ensemble,148287,persons,"section 1.3.1 prose: '148 287 voyageurs ont ete controles (123 202 en Ituri, 25 085 au Haut-Uele), avec un taux de depistage de 98,2 percent'"
poe_travellers_screened,085,2026-08-07,Haut-Uele,25085,persons,"section 1.3.1 prose: '148 287 voyageurs ont ete controles (123 202 en Ituri, 25 085 au Haut-Uele), avec un taux de depistage de 98,2 percent'"
poe_travellers_screened,085,2026-08-07,Ituri,123202,persons,"section 1.3.1 prose: '148 287 voyageurs ont ete controles (123 202 en Ituri, 25 085 au Haut-Uele), avec un taux de depistage de 98,2 percent'"
poe_alertes_notifiees,085,2026-08-07,Ensemble,15,alerts,"section 1.3.1 prose: 'Quinze alertes ont ete notifiees aux PoE/PoC (9 au Haut-Uele, 4 en Ituri, 2 au Nord-Kivu)'"
poe_alertes_notifiees,085,2026-08-07,Haut-Uele,9,alerts,"section 1.3.1 prose: 'Quinze alertes ont ete notifiees aux PoE/PoC (9 au Haut-Uele, 4 en Ituri, 2 au Nord-Kivu)'"
poe_alertes_notifiees,085,2026-08-07,Ituri,4,alerts,"section 1.3.1 prose: 'Quinze alertes ont ete notifiees aux PoE/PoC (9 au Haut-Uele, 4 en Ituri, 2 au Nord-Kivu)'"
poe_alertes_notifiees,085,2026-08-07,Nord-Kivu,2,alerts,"section 1.3.1 prose: 'Quinze alertes ont ete notifiees aux PoE/PoC (9 au Haut-Uele, 4 en Ituri, 2 au Nord-Kivu)'"
eds_investigations_performed,085,2026-08-07,Ituri,56,investigations,section 1.5.1 prose; Ituri 56 EDS realises sur 74 alertes de deces (76 percent) + Nord-Kivu 42 EDS realises = 98
eds_investigations_performed,085,2026-08-07,Nord-Kivu,42,investigations,section 1.5.1 prose; Ituri 56 EDS realises sur 74 alertes de deces (76 percent) + Nord-Kivu 42 EDS realises = 98
eds_corpses_swabbed,085,2026-08-07,Ituri,44,corpses,section 1.5.1 prose; Ituri 44 corps preleves post-mortem + Nord-Kivu 44 corps preleves et securises = 88
eds_corpses_swabbed,085,2026-08-07,Nord-Kivu,44,corpses,section 1.5.1 prose; Ituri 44 corps preleves post-mortem + Nord-Kivu 44 corps preleves et securises = 88
eds_death_alerts,085,2026-08-07,Ituri,74,alerts,"section 1.5.1 prose, Ituri only: '74 alertes de deces'; Nord-Kivu gives no alert count this vintage, only an EDS-realises and corpses-swabbed figure"
contact_tracing_coverage,086,2026-08-08,Ensemble,84.6,percent,"page-1 tile 'Taux de suivi des contacts (Du Jour)' and section 1.2.1 prose agree (14 505 vus sur 17 141 a suivre); per-province: Haut-Uele 76.1 percent, Nord-Kivu 80.2 percent, Ituri 87.7 percent"
contacts_under_follow_up,086,2026-08-08,Ensemble,17141,persons,section 1.2.1 prose '14 505 vus sur 17 141 a suivre'; no per-province breakdown given
contacts_seen,086,2026-08-08,Ensemble,14505,persons,"section 1.2.1 prose, see contacts_under_follow_up note"
alerts_total_day,086,2026-08-08,Ensemble,1282,alerts,"'Situation des alertes notifiees par ZS' table Total General; same methodology caveat as 084/085, see issue #562"
poe_travellers_screened,086,2026-08-08,Ensemble,135404,persons,"section 1.3.1 prose: '135 404 voyageurs ont ete controles (117 337 en Ituri, 18 067 au Haut-Uele), avec un taux de depistage de 97,4 percent'"
poe_travellers_screened,086,2026-08-08,Haut-Uele,18067,persons,"section 1.3.1 prose: '135 404 voyageurs ont ete controles (117 337 en Ituri, 18 067 au Haut-Uele), avec un taux de depistage de 97,4 percent'"
poe_travellers_screened,086,2026-08-08,Ituri,117337,persons,"section 1.3.1 prose: '135 404 voyageurs ont ete controles (117 337 en Ituri, 18 067 au Haut-Uele), avec un taux de depistage de 97,4 percent'"
poe_alertes_notifiees,086,2026-08-08,Ensemble,9,alerts,"section 1.3.1 prose: 'Neuf alertes ont ete detectees aux PoE/PoC (7 en Ituri, 2 au Haut-Uele)'"
poe_alertes_notifiees,086,2026-08-08,Haut-Uele,2,alerts,"section 1.3.1 prose: 'Neuf alertes ont ete detectees aux PoE/PoC (7 en Ituri, 2 au Haut-Uele)'"
poe_alertes_notifiees,086,2026-08-08,Ituri,7,alerts,"section 1.3.1 prose: 'Neuf alertes ont ete detectees aux PoE/PoC (7 en Ituri, 2 au Haut-Uele)'"
eds_investigations_performed,086,2026-08-08,Ituri,66,investigations,"section 1.5.1 prose; Ituri 66 EDS realises sur 82 alertes de deces (80,5 percent) + Nord-Kivu 36 EDS realises = 102; Tshopo transmitted no PCI/EDS data"
eds_investigations_performed,086,2026-08-08,Nord-Kivu,36,investigations,"section 1.5.1 prose; Ituri 66 EDS realises sur 82 alertes de deces (80,5 percent) + Nord-Kivu 36 EDS realises = 102; Tshopo transmitted no PCI/EDS data"
eds_corpses_swabbed,086,2026-08-08,Ituri,50,corpses,section 1.5.1 prose; Ituri 50 corps preleves post-mortem + Nord-Kivu 37 corps preleves et securises = 87
eds_corpses_swabbed,086,2026-08-08,Nord-Kivu,37,corpses,section 1.5.1 prose; Ituri 50 corps preleves post-mortem + Nord-Kivu 37 corps preleves et securises = 87
eds_death_alerts,086,2026-08-08,Ituri,82,alerts,"section 1.5.1 prose, Ituri only: '82 alertes de deces'; Nord-Kivu gives no alert-count denominator this vintage, only EDS-realises and corpses-swabbed figures"
contact_tracing_coverage,087,2026-08-09,Ensemble,86.7,percent,"page-1 tile and section 1.2.1 prose agree (14 029 vus sur 16 183 a suivre); per-province: Haut-Uele 57.9 percent (linked to 66.7 percent completude), other provinces not individually stated this vintage"
contacts_under_follow_up,087,2026-08-09,Ensemble,16183,persons,section 1.2.1 prose '14 029 vus sur 16 183 a suivre'
contacts_seen,087,2026-08-09,Ensemble,14029,persons,"section 1.2.1 prose, see contacts_under_follow_up note"
alerts_total_day,087,2026-08-09,Ensemble,1426,alerts,'Situation des alertes notifiees par province' table Total General; same methodology caveat as 084-086
poe_travellers_screened,087,2026-08-09,Ensemble,106546,persons,"section 1.3.1 prose: '106 546 voyageurs ont ete controles (92 432 en Ituri, 14 114 au Haut-Uele), avec un taux de depistage de 98 percent'"
poe_travellers_screened,087,2026-08-09,Haut-Uele,14114,persons,"section 1.3.1 prose: '106 546 voyageurs ont ete controles (92 432 en Ituri, 14 114 au Haut-Uele), avec un taux de depistage de 98 percent'"
poe_travellers_screened,087,2026-08-09,Ituri,92432,persons,"section 1.3.1 prose: '106 546 voyageurs ont ete controles (92 432 en Ituri, 14 114 au Haut-Uele), avec un taux de depistage de 98 percent'"
poe_alertes_notifiees,087,2026-08-09,Ensemble,20,alerts,"section 1.3.1 prose: 'Vingt alertes ont ete detectees aux differents PoE/PoC (10 au Haut-Uele, 6 en Ituri et 4 au Nord-Kivu)'"
poe_alertes_notifiees,087,2026-08-09,Haut-Uele,10,alerts,"section 1.3.1 prose: 'Vingt alertes ont ete detectees aux differents PoE/PoC (10 au Haut-Uele, 6 en Ituri et 4 au Nord-Kivu)'"
poe_alertes_notifiees,087,2026-08-09,Ituri,6,alerts,"section 1.3.1 prose: 'Vingt alertes ont ete detectees aux differents PoE/PoC (10 au Haut-Uele, 6 en Ituri et 4 au Nord-Kivu)'"
poe_alertes_notifiees,087,2026-08-09,Nord-Kivu,4,alerts,"section 1.3.1 prose: 'Vingt alertes ont ete detectees aux differents PoE/PoC (10 au Haut-Uele, 6 en Ituri et 4 au Nord-Kivu)'"
eds_investigations_performed,087,2026-08-09,Ituri,76,investigations,"section 1.5.1 prose; Ituri 76 EDS realises sur 85 alertes de deces (89,4 percent) + Nord-Kivu 52 EDS realises = 128; Tshopo transmitted no PCI/EDS data"
eds_investigations_performed,087,2026-08-09,Nord-Kivu,52,investigations,"section 1.5.1 prose; Ituri 76 EDS realises sur 85 alertes de deces (89,4 percent) + Nord-Kivu 52 EDS realises = 128; Tshopo transmitted no PCI/EDS data"
eds_corpses_swabbed,087,2026-08-09,Ituri,77,corpses,section 1.5.1 prose; Ituri 77 corps preleves post-mortem + Nord-Kivu 47 corps preleves et securises = 124
eds_corpses_swabbed,087,2026-08-09,Nord-Kivu,47,corpses,section 1.5.1 prose; Ituri 77 corps preleves post-mortem + Nord-Kivu 47 corps preleves et securises = 124
eds_death_alerts,087,2026-08-09,Ituri,85,alerts,"section 1.5.1 prose, Ituri only: '85 alertes de deces'; Nord-Kivu gives no alert-count denominator this vintage"
contact_tracing_coverage,088,2026-08-10,Ensemble,82.7,percent,"page-1 tile and section 1.2.1 prose agree (13 951 vus sur 16 862 a suivre); per-province: Nord-Kivu 74.7 percent, others not individually stated"
contacts_under_follow_up,088,2026-08-10,Ensemble,16862,persons,section 1.2.1 prose '13 951 vus sur 16 862 a suivre'
contacts_seen,088,2026-08-10,Ensemble,13951,persons,"section 1.2.1 prose, see contacts_under_follow_up note"
alerts_total_day,088,2026-08-10,Ensemble,1605,alerts,"'Situation des alertes notifiees par province' table Total General (1 605 alertes enregistrees, 1 488 verifiees / 92,7 percent, dans les 4 provinces ayant transmis les donnees - Haut-Uele ND this vintage); same methodology caveat as 084-087"
poe_travellers_screened,088,2026-08-10,Ensemble,216357,persons,"section 1.3.1 prose: '216 357 voyageurs ont ete controles (135 971 en Ituri, 76 218 au Nord-Kivu et 4 168 en Tshopo), avec un taux de depistage de 97 percent'"
poe_travellers_screened,088,2026-08-10,Ituri,135971,persons,"section 1.3.1 prose: '216 357 voyageurs ont ete controles (135 971 en Ituri, 76 218 au Nord-Kivu et 4 168 en Tshopo), avec un taux de depistage de 97 percent'"
poe_travellers_screened,088,2026-08-10,Nord-Kivu,76218,persons,"section 1.3.1 prose: '216 357 voyageurs ont ete controles (135 971 en Ituri, 76 218 au Nord-Kivu et 4 168 en Tshopo), avec un taux de depistage de 97 percent'"
poe_travellers_screened,088,2026-08-10,Tshopo,4168,persons,"section 1.3.1 prose: '216 357 voyageurs ont ete controles (135 971 en Ituri, 76 218 au Nord-Kivu et 4 168 en Tshopo), avec un taux de depistage de 97 percent'"
poe_alertes_notifiees,088,2026-08-10,Ensemble,5,alerts,section 1.3.1 prose: 'Cinq alertes ont ete detectees aux differents PoE/PoC (3 en Ituri et 2 au Nord-Kivu)'
poe_alertes_notifiees,088,2026-08-10,Ituri,3,alerts,section 1.3.1 prose: 'Cinq alertes ont ete detectees aux differents PoE/PoC (3 en Ituri et 2 au Nord-Kivu)'
poe_alertes_notifiees,088,2026-08-10,Nord-Kivu,2,alerts,section 1.3.1 prose: 'Cinq alertes ont ete detectees aux differents PoE/PoC (3 en Ituri et 2 au Nord-Kivu)'
eds_investigations_performed,088,2026-08-10,Ituri,70,investigations,"section 1.5.1 prose; Ituri 70 EDS realises sur 92 alertes de deces (76,1 percent) + Nord-Kivu 54 EDS realises = 124; Tshopo reports 4 zones with PCI activity but no EDS-realises count, a corpse-preparation-only mention"
